维度	实体	载体/路径	出处	状态数	判据类型	归属片
S1数值	unit_cs:MinionSpit	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:MortarProjectile	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:MovingCannonProjectile	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:MusketeerProjectile	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:PrincessProjectile	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:PrincessTower	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:RoyalGiantProjectile	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:Skeleton	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:SpearGoblin	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:SpearGoblinProjectile	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:TowerCannonball	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:TowerPrincessProjectile	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:WitchProjectile	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:archers	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:baby-dragon	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:balloon	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:bandit	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:barbarian-hut	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:barbarians	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:bats	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:battle-ram	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:bomb-tower	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:bomber	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:bowler	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:cannon	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:cannon-cart	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:chr_wizardProjectile	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:dark-prince	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:dart-goblin	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:electro-wizard	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:elixir-collector	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:executioner	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:fire-spirit	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:giant	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:giant-skeleton	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:goblin-hut	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:goblins	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:hog-rider	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:ice-spirit	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:ice-wizard	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:ice_wizardProjectile	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:inferno-tower	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:knight	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:lava-hound	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:mega-knight	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:mega-minion	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:miner	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:mini-pekka	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:minion-horde	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:minions	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:mortar	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:musketeer	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:pekka	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:prince	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:princess	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:royal-giant	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:skeleton-army	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:skeletons	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:spear-goblins	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:tesla	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:tombstone	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:valkyrie	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:witch	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:wizard	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:x-bow	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:xbow_projectile	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	打表产物 card.tsv	server/game/table/tsv/card.tsv	策划/数值文档/card_cs.txt	60	脚本断言	AE1-S1
S1数值	打表产物 spell.tsv	server/game/table/tsv/spell.tsv	策划/数值文档/spell_cs.txt	10	脚本断言	AE1-S1
S1数值	打表产物 unit.tsv	server/game/table/tsv/unit.tsv	策划/数值文档/unit_cs.txt	90	脚本断言	AE1-S1
S2	分辨率	aj1-play.log(eval step0..5 screen=1080x1920)	状态矩阵.tsv S2	1	脚本 + 环境基线	AJ1-S2
S2	客户端内存	缺: 未采集 Profiler.GetTotalAllocatedMemoryLong()	状态矩阵.tsv S2	1	脚本 + 环境基线	AJ1-S2
S2	客户端加载时间: 进图	缺: 未单独计时; chain 仅记 editor_play/editor_stop 时间戳	状态矩阵.tsv S2	1	脚本 + 环境基线	AJ1-S2
S2	客户端帧时间: 60 单位场景	缺: 本片采样窗口内 AI 对局存活单位仅 1→7→5→2(units= 列), 未达 60; 需一次更长对局让单位累积到 ~60 再采样。60 单位证据目前只	状态矩阵.tsv S2	1	脚本 + 环境基线	AJ1-S2
S2	客户端帧时间: 进对局(Battle01, AI 对局)	aj1-play.log(eval step3/4/5 WINDOW 行); .ai-tmp/test/aj1-frames.txt	状态矩阵.tsv S2	1	脚本 + 环境基线	AJ1-S2
S2	服务端帧预算: 300s 对局(6000 tick)	server/game/core/battle_test.go:454 (go -C server test ./game/core/... ok)	状态矩阵.tsv S2	1	脚本 + 环境基线	AJ1-S2
S2	渲染设备名	tools/env-check.ps1 原文(ENV-OK); client/Logs/Editor.log 'Renderer: AMD Radeon RX 	状态矩阵.tsv S2	1	脚本 + 环境基线	AJ1-S2
S2	环境自检(杀软/GPU/崩溃风暴)	powershell -File tools/env-check.ps1	状态矩阵.tsv S2	1	脚本 + 环境基线	AJ1-S2
S3	BgmVolume	SettingsManager.cs:82/86/208-214	状态矩阵.tsv S3	1	矩阵断言	AG1-S3
S3	BgmVolume	SettingsManager.cs:265-268	状态矩阵.tsv S3	1	矩阵断言	AG1-S3
S3	Fullscreen	SettingsManager.cs:112/243-247/290-294	状态矩阵.tsv S3	1	矩阵断言	AG1-S3
S3	QualityTier	SettingsManager.cs:64/287	状态矩阵.tsv S3	1	矩阵断言	AG1-S3
S3	QualityTier	SettingsManager.cs:92-101	状态矩阵.tsv S3	1	矩阵断言	AG1-S3
S3	QualityTier	AH1 已修：SettingsManager 改用引擎键 quality_level	状态矩阵.tsv S3	1	矩阵断言	AG1-S3
S3	QualityTier	SettingsManager.cs:287	状态矩阵.tsv S3	1	矩阵断言	AG1-S3
S3	QualityTier	AH1 已修：AH1-对照表行.md S3-R1（engine[quality_level]=2 与项目键一致）	状态矩阵.tsv S3	1	矩阵断言	AG1-S3
S3	QualityTier	AH1 已修：AH1-对照表行.md S3-R3（CORE_LEGACY_MIGRATED=YES）	状态矩阵.tsv S3	1	矩阵断言	AG1-S3
S3	SfxVolume	SettingsManager.cs:83/217-223	状态矩阵.tsv S3	1	矩阵断言	AG1-S3
S3	SfxVolume	SettingsManager.cs:265-268	状态矩阵.tsv S3	1	矩阵断言	AG1-S3
S3	VoiceVolume	SettingsManager.cs:84/226-232	状态矩阵.tsv S3	1	矩阵断言	AG1-S3
S3	分辨率	SettingsSnapshot.cs:17-33	状态矩阵.tsv S3	1	矩阵断言	AG1-S3
S3	画质越界	SettingsManager.cs:186-193	状态矩阵.tsv S3	1	矩阵断言	AG1-S3
S3	设置落盘	SettingsManager.cs:300-309	状态矩阵.tsv S3	1	矩阵断言	AG1-S3
S3	设置面板订阅	SettingsManager.cs:130-155	状态矩阵.tsv S3	1	矩阵断言	AG1-S3
S3	语言	SettingsSnapshot.cs:17-33	状态矩阵.tsv S3	1	矩阵断言	AG1-S3
S3	键位设置	SettingsSnapshot.cs:17-33	状态矩阵.tsv S3	1	矩阵断言	AG1-S3
S3	音量越界	SettingsManager.cs:265-268	状态矩阵.tsv S3	1	矩阵断言	AG1-S3
